home_team,away_team,home_win_pct_fangraphs,away_win_pct_fangraphs,home_sportsbook,home_odds,home_win_pct_oddstrader,away_sportsbook,away_odds,away_win_pct_oddstrader,home_team_win,home_diff,away_diff,home_ev,away_ev,home_payout,away_payout
Nationals,Cubs,0.46299999999999997,0.537,Caesars,+115,0.46511627906976744,FanDuel,-126,0.5575221238938053,0.0,-0.0021162790697674683,-0.020522123893805255,-0.004550000000000165,-0.03680952380952379,1.15,0.7936507936507936
Rays,Padres,0.47100000000000003,0.529,BetRivers,+106,0.4854368932038835,Caesars,-120,0.5454545454545454,0.0,-0.014436893203883472,-0.01645454545454539,-0.029739999999999878,-0.03016666666666662,1.06,0.8333333333333334
Rockies,Orioles,0.375,0.625,SugarHouse,+163,0.38022813688212925,FanDuel,-188,0.6527777777777778,0.0,-0.005228136882129253,-0.02777777777777779,-0.01375000000000004,-0.04255319148936171,1.63,0.5319148936170213
WhiteSox,Mets,0.523,0.47700000000000004,Caesars,+158,0.3875968992248062,Bet365,-180,0.6428571428571429,0.0,0.1354031007751938,-0.16585714285714287,0.3493400000000001,-0.2579999999999999,1.58,0.5555555555555556
Diamondbacks,Dodgers,0.58,0.42,BetMGM,-110,0.5238095238095238,FanDuel,-104,0.5098039215686274,1.0,0.056190476190476124,-0.08980392156862743,0.10727272727272719,-0.17615384615384622,0.9090909090909091,0.9615384615384616
Guardians,Pirates,0.588,0.41200000000000003,Caesars,-155,0.6078431372549019,DraftKings,+136,0.423728813559322,1.0,-0.019843137254901944,-0.011728813559321982,-0.03264516129032263,-0.027679999999999927,0.6451612903225806,1.36
Giants,Marlins,0.6559999999999999,0.344,Bet365,-275,0.7333333333333333,BetRivers,+265,0.273972602739726,0.0,-0.07733333333333337,0.07002739726027396,-0.10545454545454555,0.2555999999999998,0.36363636363636365,2.65
Twins,BlueJays,0.622,0.37799999999999995,BetRivers,-205,0.6721311475409836,SugarHouse,+240,0.29411764705882354,1.0,-0.05013114754098358,0.08388235294117641,-0.07458536585365855,0.2851999999999997,0.4878048780487805,2.4
Phillies,Braves,0.547,0.45299999999999996,BetRivers,-124,0.5535714285714286,FanDuel,+112,0.4716981132075472,1.0,-0.006571428571428561,-0.018698113207547218,-0.011870967741935412,-0.03964000000000001,0.8064516129032258,1.12
Rangers,Athletics,0.5820000000000001,0.418,BetMGM,-125,0.5555555555555556,BetRivers,+116,0.46296296296296297,1.0,0.026444444444444493,-0.04496296296296298,0.04760000000000014,-0.09712000000000015,0.8,1.16
Astros,Royals,0.5770000000000001,0.423,BetMGM,-155,0.6078431372549019,Bet365,+140,0.4166666666666667,1.0,-0.030843137254901842,0.006333333333333302,-0.05074193548387085,0.015199999999999991,0.6451612903225806,1.4
Angels,Mariners,0.513,0.48700000000000004,Caesars,+162,0.3816793893129771,FanDuel,-176,0.6376811594202898,1.0,0.1313206106870229,-0.15068115942028976,0.34406000000000003,-0.23629545454545442,1.62,0.5681818181818182
Yankees,Cardinals,0.619,0.381,BetMGM,-165,0.6226415094339622,Bet365,+145,0.40816326530612246,0.0,-0.0036415094339622422,-0.027163265306122453,-0.005848484848484825,-0.06655,0.6060606060606061,1.45
Nationals,Cubs,0.511,0.489,Caesars,+100,0.5,SugarHouse,-109,0.5215311004784688,0.0,0.01100000000000001,-0.032531100478468855,0.02200000000000002,-0.06237614678899084,1.0,0.9174311926605505
Rays,Padres,0.525,0.475,Caesars,-110,0.5238095238095238,SugarHouse,+112,0.4716981132075472,1.0,0.0011904761904761862,0.0033018867924528017,0.002272727272727315,0.007000000000000006,0.9090909090909091,1.12
Reds,Brewers,0.546,0.45399999999999996,Caesars,+115,0.46511627906976744,Bet365,-130,0.5652173913043478,0.0,0.0808837209302326,-0.11121739130434782,0.17390000000000005,-0.1967692307692308,1.15,0.7692307692307693
Guardians,Pirates,0.586,0.414,FanDuel,-190,0.6551724137931034,Caesars,+170,0.37037037037037035,0.0,-0.06917241379310346,0.04362962962962963,-0.1055789473684211,0.1177999999999999,0.5263157894736842,1.7
Phillies,Braves,0.568,0.43200000000000005,BetMGM,-165,0.6226415094339622,Caesars,+148,0.4032258064516129,1.0,-0.05464150943396229,0.028774193548387172,-0.08775757575757581,0.07136000000000009,0.6060606060606061,1.48
Tigers,RedSox,0.574,0.426,BetMGM,-140,0.5833333333333334,BetRivers,+128,0.43859649122807015,1.0,-0.009333333333333416,-0.012596491228070161,-0.01600000000000007,-0.02872000000000008,0.7142857142857143,1.28
Diamondbacks,Dodgers,0.515,0.485,BetRivers,+118,0.45871559633027525,Caesars,-135,0.574468085106383,0.0,0.05628440366972476,-0.08946808510638304,0.12270000000000003,-0.1557407407407408,1.18,0.7407407407407407
WhiteSox,Mets,0.45899999999999996,0.541,BetRivers,+180,0.35714285714285715,Bet365,-190,0.6551724137931034,0.0,0.10185714285714281,-0.11417241379310339,0.2851999999999999,-0.1742631578947368,1.8,0.5263157894736842
Rockies,Orioles,0.43799999999999994,0.562,BetRivers,+148,0.4032258064516129,FanDuel,-158,0.6124031007751938,1.0,0.03477419354838707,-0.05040310077519372,0.08623999999999987,-0.08230379746835431,1.48,0.6329113924050633
Twins,BlueJays,0.594,0.406,BetRivers,-139,0.5815899581589958,DraftKings,+124,0.44642857142857145,0.0,0.012410041841004138,-0.040428571428571425,0.02133812949640279,-0.09055999999999997,0.7194244604316546,1.24
Giants,Marlins,0.5720000000000001,0.428,Caesars,-140,0.5833333333333334,BetRivers,+123,0.4484304932735426,0.0,-0.011333333333333306,-0.020430493273542627,-0.019428571428571295,-0.045560000000000045,0.7142857142857143,1.23
Rangers,Athletics,0.588,0.41200000000000003,Caesars,-165,0.6226415094339622,SugarHouse,+143,0.411522633744856,1.0,-0.03464150943396227,0.0004773662551440516,-0.055636363636363706,0.0011600000000000499,0.6060606060606061,1.43
Astros,Royals,0.565,0.435,DraftKings,-125,0.5555555555555556,Caesars,+110,0.47619047619047616,1.0,0.009444444444444366,-0.041190476190476166,0.016999999999999904,-0.08649999999999991,0.8,1.1
Angels,Mariners,0.435,0.565,BetRivers,+145,0.40816326530612246,FanDuel,-164,0.6212121212121212,1.0,0.02683673469387754,-0.05621212121212127,0.06575000000000009,-0.09048780487804886,1.45,0.6097560975609756
Tigers,RedSox,0.475,0.525,BetRivers,+104,0.49019607843137253,DraftKings,-118,0.5412844036697247,0.0,-0.01519607843137255,-0.016284403669724723,-0.031000000000000028,-0.030084745762711862,1.04,0.847457627118644
Reds,Brewers,0.547,0.45299999999999996,Caesars,+100,0.5,SugarHouse,-113,0.5305164319248826,0.0,0.04700000000000004,-0.07751643192488267,0.09400000000000008,-0.14611504424778765,1.0,0.8849557522123894
Reds,Brewers,0.547,0.45299999999999996,Caesars,+100,0.5,SugarHouse,-113,0.5305164319248826,0.0,0.04700000000000004,-0.07751643192488267,0.09400000000000008,-0.14611504424778765,1.0,0.8849557522123894
Reds,Brewers,0.547,0.45299999999999996,SugarHouse,-115,0.5348837209302325,DraftKings,+102,0.49504950495049505,0.0,0.012116279069767533,-0.04204950495049509,0.022652173913043527,-0.08494000000000007,0.8695652173913043,1.02
Reds,Brewers,0.547,0.45299999999999996,SugarHouse,-115,0.5348837209302325,DraftKings,+102,0.49504950495049505,0.0,0.012116279069767533,-0.04204950495049509,0.022652173913043527,-0.08494000000000007,0.8695652173913043,1.02
Rays,Padres,0.519,0.48100000000000004,BetRivers,-118,0.5412844036697247,SugarHouse,+110,0.47619047619047616,0.0,-0.02228440366972473,0.004809523809523875,-0.04116949152542371,0.01010000000000022,0.847457627118644,1.1
Reds,Brewers,0.563,0.43700000000000006,Caesars,+100,0.5,SugarHouse,-113,0.5305164319248826,0.0,0.06299999999999994,-0.09351643192488257,0.1259999999999999,-0.17627433628318573,1.0,0.8849557522123894
Reds,Brewers,0.563,0.43700000000000006,Caesars,+100,0.5,SugarHouse,-113,0.5305164319248826,0.0,0.06299999999999994,-0.09351643192488257,0.1259999999999999,-0.17627433628318573,1.0,0.8849557522123894
Reds,Brewers,0.563,0.43700000000000006,SugarHouse,-115,0.5348837209302325,DraftKings,+102,0.49504950495049505,0.0,0.028116279069767436,-0.05804950495049499,0.05256521739130421,-0.11725999999999986,0.8695652173913043,1.02
Reds,Brewers,0.563,0.43700000000000006,SugarHouse,-115,0.5348837209302325,DraftKings,+102,0.49504950495049505,0.0,0.028116279069767436,-0.05804950495049499,0.05256521739130421,-0.11725999999999986,0.8695652173913043,1.02
Guardians,Pirates,0.536,0.46399999999999997,BetRivers,-148,0.5967741935483871,Caesars,+130,0.43478260869565216,1.0,-0.06077419354838709,0.029217391304347806,-0.10183783783783779,0.06719999999999993,0.6756756756756757,1.3
Nationals,Cubs,0.442,0.5579999999999999,BetRivers,+163,0.38022813688212925,FanDuel,-154,0.6062992125984252,0.0,0.06177186311787075,-0.04829921259842529,0.16245999999999994,-0.07966233766233777,1.63,0.6493506493506493
Yankees,Cardinals,0.603,0.397,FanDuel,-184,0.647887323943662,Bet365,+160,0.38461538461538464,1.0,-0.044887323943662016,0.012384615384615383,-0.06928260869565223,0.03220000000000012,0.5434782608695652,1.6
Phillies,Braves,0.555,0.445,BetMGM,-135,0.574468085106383,Bet365,+120,0.45454545454545453,0.0,-0.019468085106382982,-0.009545454545454524,-0.0338888888888888,-0.020999999999999908,0.7407407407407407,1.2
WhiteSox,Mets,0.406,0.594,BetRivers,+195,0.3389830508474576,DraftKings,-218,0.6855345911949685,0.0,0.06701694915254242,-0.09153459119496854,0.1977000000000001,-0.13352293577981655,1.95,0.45871559633027525
Rockies,Orioles,0.439,0.561,Caesars,+130,0.43478260869565216,BetRivers,-139,0.5815899581589958,0.0,0.0042173913043478395,-0.02058995815899578,0.009700000000000042,-0.03540287769784167,1.3,0.7194244604316546
Twins,BlueJays,0.609,0.391,SugarHouse,-182,0.6453900709219859,Bet365,+160,0.38461538461538464,1.0,-0.03639007092198587,0.0063846153846153775,-0.056384615384615366,0.01660000000000006,0.5494505494505495,1.6
Diamondbacks,Dodgers,0.504,0.496,Bet365,+120,0.45454545454545453,Caesars,-130,0.5652173913043478,0.0,0.04945454545454547,-0.06921739130434779,0.10880000000000001,-0.12246153846153846,1.2,0.7692307692307693
Rangers,Athletics,0.586,0.414,BetRivers,-109,0.5215311004784688,SugarHouse,+125,0.4444444444444444,0.0,0.06446889952153112,-0.03044444444444444,0.12361467889908251,-0.06850000000000012,0.9174311926605505,1.25
Giants,Marlins,0.713,0.287,BetMGM,-275,0.7333333333333333,BetRivers,+240,0.29411764705882354,1.0,-0.020333333333333314,-0.007117647058823562,-0.027727272727272767,-0.02420000000000011,0.36363636363636365,2.4
Astros,Royals,0.649,0.35100000000000003,FanDuel,-180,0.6428571428571429,DraftKings,+160,0.38461538461538464,1.0,0.006142857142857117,-0.0336153846153846,0.009555555555555595,-0.08739999999999992,0.5555555555555556,1.6
Angels,Mariners,0.479,0.521,Bet365,+160,0.38461538461538464,BetRivers,-186,0.6503496503496503,0.0,0.09438461538461534,-0.1293496503496503,0.24539999999999995,-0.19889247311827957,1.6,0.5376344086021505
Tigers,Angels,0.593,0.40700000000000003,BetMGM,-175,0.6363636363636364,FanDuel,+152,0.3968253968253968,0.0,-0.04336363636363638,0.010174603174603225,-0.06814285714285723,0.025640000000000107,0.5714285714285714,1.52
Brewers,Giants,0.552,0.44799999999999995,BetRivers,-122,0.5495495495495496,FanDuel,+112,0.4716981132075472,1.0,0.0024504504504504476,-0.023698113207547222,0.004459016393442705,-0.05024000000000006,0.819672131147541,1.12
WhiteSox,Rangers,0.35200000000000004,0.648,Bet365,+230,0.30303030303030304,FanDuel,-270,0.7297297297297297,0.0,0.048969696969696996,-0.0817297297297297,0.16160000000000008,-0.11199999999999999,2.3,0.37037037037037035
Cardinals,Padres,0.524,0.47600000000000003,BetMGM,-110,0.5238095238095238,FanDuel,-102,0.504950495049505,1.0,0.00019047619047618536,-0.02895049504950492,0.0003636363636363993,-0.05733333333333335,0.9090909090909091,0.9803921568627451
RedSox,BlueJays,0.591,0.409,Caesars,-130,0.5652173913043478,BetRivers,+120,0.45454545454545453,0.0,0.025782608695652187,-0.045545454545454556,0.04561538461538461,-0.10020000000000001,0.7692307692307693,1.2
Diamondbacks,Mets,0.527,0.473,BetMGM,-120,0.5454545454545454,Caesars,+105,0.4878048780487805,0.0,-0.01845454545454539,-0.014804878048780501,-0.03383333333333327,-0.030350000000000044,0.8333333333333334,1.05
Astros,Royals,0.606,0.39399999999999996,FanDuel,-158,0.6124031007751938,Caesars,+140,0.4166666666666667,1.0,-0.006403100775193793,-0.022666666666666724,-0.010455696202531672,-0.054400000000000226,0.6329113924050633,1.4
Rockies,Marlins,0.537,0.46299999999999997,BetRivers,-132,0.5689655172413793,Bet365,+120,0.45454545454545453,0.0,-0.031965517241379304,0.008454545454545437,-0.05618181818181811,0.01859999999999995,0.7575757575757576,1.2
Reds,Athletics,0.535,0.465,FanDuel,-134,0.5726495726495726,Caesars,+122,0.45045045045045046,1.0,-0.03764957264957258,0.014549549549549567,-0.06574626865671634,0.032300000000000106,0.746268656716418,1.22
Phillies,Braves,0.598,0.402,SugarHouse,-157,0.6108949416342413,Caesars,+148,0.4032258064516129,1.0,-0.01289494163424132,-0.0012258064516128542,-0.021108280254777123,-0.0030399999999999316,0.6369426751592356,1.48
Dodgers,Orioles,0.5770000000000001,0.423,Caesars,-140,0.5833333333333334,SugarHouse,+132,0.43103448275862066,1.0,-0.006333333333333302,-0.008034482758620676,-0.010857142857142732,-0.01863999999999999,0.7142857142857143,1.32
Guardians,Royals,0.5870000000000001,0.413,FanDuel,-152,0.6031746031746031,Caesars,+140,0.4166666666666667,1.0,-0.016174603174603064,-0.003666666666666707,-0.02681578947368407,-0.00880000000000003,0.6578947368421053,1.4
Pirates,Cubs,0.637,0.363,FanDuel,-164,0.6212121212121212,Bet365,+145,0.40816326530612246,0.0,0.015787878787878795,-0.04516326530612247,0.025414634146341486,-0.11065000000000003,0.6097560975609756,1.45
Mariners,Rays,0.5,0.5,Caesars,-150,0.6,SugarHouse,+138,0.42016806722689076,1.0,-0.09999999999999998,0.07983193277310924,-0.16666666666666669,0.18999999999999995,0.6666666666666666,1.38
Phillies,Astros,0.48700000000000004,0.513,Caesars,+115,0.46511627906976744,BetMGM,-120,0.5454545454545454,0.0,0.02188372093023261,-0.0324545454545454,0.04705000000000015,-0.05949999999999994,1.15,0.8333333333333334
Tigers,Angels,0.586,0.414,BetRivers,-159,0.6138996138996139,Bet365,+140,0.4166666666666667,1.0,-0.02789961389961393,-0.002666666666666706,-0.045446540880503206,-0.006400000000000183,0.6289308176100629,1.4
Reds,Athletics,0.5760000000000001,0.424,BetRivers,+105,0.4878048780487805,Bet365,+105,0.4878048780487805,0.0,0.08819512195121959,-0.06380487804878049,0.18080000000000018,-0.13080000000000008,1.05,1.05
RedSox,BlueJays,0.555,0.445,BetRivers,-134,0.5726495726495726,Bet365,+120,0.45454545454545453,1.0,-0.017649572649572565,-0.009545454545454524,-0.030820895522387926,-0.020999999999999908,0.746268656716418,1.2
Nationals,Yankees,0.41,0.59,Caesars,+192,0.3424657534246575,FanDuel,-220,0.6875,1.0,0.06753424657534246,-0.09750000000000003,0.19719999999999982,-0.1418181818181819,1.92,0.45454545454545453
Twins,Braves,0.428,0.5720000000000001,BetRivers,+170,0.37037037037037035,SugarHouse,-139,0.5815899581589958,0.0,0.05762962962962964,-0.00958995815899577,0.15559999999999985,-0.016489208633093444,1.7,0.7194244604316546
Cardinals,Padres,0.48100000000000004,0.519,FanDuel,+106,0.4854368932038835,SugarHouse,-117,0.5391705069124424,1.0,-0.004436893203883463,-0.020170506912442376,-0.009139999999999815,-0.037410256410256415,1.06,0.8547008547008547
WhiteSox,Rangers,0.409,0.591,BetMGM,+125,0.4444444444444444,BetRivers,-137,0.5780590717299579,0.0,-0.035444444444444445,0.012940928270042118,-0.07974999999999999,0.022386861313868578,1.25,0.7299270072992701
WhiteSox,Rangers,0.409,0.591,Caesars,+170,0.37037037037037035,BetRivers,-180,0.6428571428571429,0.0,0.038629629629629625,-0.051857142857142935,0.10429999999999995,-0.08066666666666672,1.7,0.5555555555555556
Rockies,Marlins,0.507,0.493,BetRivers,-129,0.5633187772925764,Bet365,+120,0.45454545454545453,1.0,-0.056318777292576394,0.03845454545454546,-0.09997674418604646,0.08460000000000001,0.7751937984496124,1.2
Brewers,Giants,0.5870000000000001,0.413,SugarHouse,-162,0.6183206106870229,Bet365,+145,0.40816326530612246,1.0,-0.031320610687022854,0.00483673469387752,-0.05065432098765421,0.011850000000000027,0.6172839506172839,1.45
Diamondbacks,Mets,0.562,0.43799999999999994,FanDuel,-120,0.5454545454545454,BetRivers,+116,0.46296296296296297,1.0,0.01654545454545464,-0.02496296296296302,0.030333333333333434,-0.05392000000000019,0.8333333333333334,1.16
Dodgers,Orioles,0.501,0.499,FanDuel,-110,0.5238095238095238,Caesars,+100,0.5,1.0,-0.022809523809523835,-0.0010000000000000009,-0.043545454545454554,-0.0020000000000000018,0.9090909090909091,1.0
Guardians,Royals,0.604,0.396,BetMGM,-155,0.6078431372549019,Caesars,+140,0.4166666666666667,0.0,-0.0038431372549019294,-0.020666666666666667,-0.006322580645161335,-0.04959999999999998,0.6451612903225806,1.4
Reds,Athletics,0.524,0.47600000000000003,FanDuel,-134,0.5726495726495726,Bet365,+120,0.45454545454545453,0.0,-0.04864957264957259,0.021454545454545504,-0.08495522388059695,0.04720000000000002,0.746268656716418,1.2
Tigers,Angels,0.635,0.365,FanDuel,-154,0.6062992125984252,Bet365,+140,0.4166666666666667,1.0,0.02870078740157478,-0.051666666666666694,0.047337662337662345,-0.124,0.6493506493506493,1.4
Nationals,Yankees,0.34299999999999997,0.657,Caesars,+215,0.31746031746031744,FanDuel,-250,0.7142857142857143,1.0,0.02553968253968253,-0.05728571428571427,0.08044999999999991,-0.08019999999999994,2.15,0.4
RedSox,BlueJays,0.5429999999999999,0.457,FanDuel,-134,0.5726495726495726,BetRivers,+118,0.45871559633027525,1.0,-0.029649572649572686,-0.0017155963302752375,-0.051776119402985155,-0.0037399999999999656,0.746268656716418,1.18
Phillies,Astros,0.578,0.42200000000000004,Caesars,-135,0.574468085106383,BetRivers,+123,0.4484304932735426,1.0,0.0035319148936169276,-0.026430493273542577,0.006148148148148069,-0.05893999999999988,0.7407407407407407,1.23
Twins,Braves,0.473,0.527,FanDuel,-104,0.5098039215686274,FanDuel,-112,0.5283018867924528,0.0,-0.03680392156862744,-0.0013018867924528,-0.07219230769230772,-0.002464285714285641,0.9615384615384616,0.8928571428571429
Pirates,Cubs,0.48700000000000004,0.513,FanDuel,+106,0.4854368932038835,BetRivers,-120,0.5454545454545454,0.0,0.0015631067961165424,-0.0324545454545454,0.0032200000000002227,-0.05949999999999994,1.06,0.8333333333333334
Cardinals,Padres,0.434,0.5660000000000001,Bet365,+125,0.4444444444444444,FanDuel,-144,0.5901639344262295,0.0,-0.010444444444444423,-0.02416393442622944,-0.023500000000000076,-0.04094444444444434,1.25,0.6944444444444444
Mariners,Rays,0.561,0.439,BetRivers,-157,0.6108949416342413,DraftKings,+145,0.40816326530612246,0.0,-0.04989494163424124,0.030836734693877543,-0.0816751592356687,0.07555,0.6369426751592356,1.45
Rockies,Marlins,0.574,0.426,Caesars,-145,0.5918367346938775,BetRivers,+138,0.42016806722689076,0.0,-0.017836734693877587,0.005831932773109227,-0.030137931034482812,0.013879999999999892,0.6896551724137931,1.38
Brewers,Giants,0.462,0.5379999999999999,SugarHouse,-109,0.5215311004784688,FanDuel,-102,0.504950495049505,0.0,-0.059531100478468824,0.03304950495049497,-0.1141467889908257,0.06545098039215669,0.9174311926605505,0.9803921568627451
Diamondbacks,Mets,0.54,0.46,BetRivers,-109,0.5215311004784688,BetMGM,-105,0.5121951219512195,0.0,0.01846889952153119,-0.0521951219512195,0.035412844036697366,-0.10190476190476194,0.9174311926605505,0.9523809523809523
Dodgers,Orioles,0.599,0.401,FanDuel,-188,0.6527777777777778,SugarHouse,+170,0.37037037037037035,0.0,-0.05377777777777781,0.030629629629629673,-0.08238297872340428,0.0827,0.5319148936170213,1.7
Guardians,Royals,0.504,0.496,Bet365,+110,0.47619047619047616,Caesars,-125,0.5555555555555556,0.0,0.02780952380952384,-0.059555555555555584,0.05840000000000001,-0.10719999999999996,1.1,0.8
Guardians,Royals,0.504,0.496,Bet365,+110,0.47619047619047616,Caesars,-125,0.5555555555555556,0.0,0.02780952380952384,-0.059555555555555584,0.05840000000000001,-0.10719999999999996,1.1,0.8
Guardians,Royals,0.504,0.496,BetMGM,-135,0.574468085106383,Caesars,+122,0.45045045045045046,0.0,-0.07046808510638303,0.04554954954954954,-0.1226666666666667,0.10111999999999999,0.7407407407407407,1.22
Guardians,Royals,0.504,0.496,BetMGM,-135,0.574468085106383,Caesars,+122,0.45045045045045046,0.0,-0.07046808510638303,0.04554954954954954,-0.1226666666666667,0.10111999999999999,0.7407407407407407,1.22
Nationals,Yankees,0.38799999999999996,0.612,BetRivers,+165,0.37735849056603776,Caesars,-190,0.6551724137931034,0.0,0.010641509433962193,-0.04317241379310344,0.02819999999999978,-0.06589473684210528,1.65,0.5263157894736842
